"Codigo","TITULO","Data (campo 5)","Data criação (campo 333a)","Criado por (campo 333b)"
"02323-01","-","-","-","-"
"02323-02","-","-","-","-"
"02324-01","-","-","-","-"
"02324-02","-","-","-","-"
"02324-03e04","-","-","-","-"
"09330-01","-","06JUL05","06SET19","Fabricio Felice"
"09330-02","-","06JUL05","06SET19","Fabricio Felice"
"01784-07","-","-","-","-"
"01784-08","-","-","-","-"
"02003-01e02","-","-","-","-"
"02003-03","-","-","-","-"
"02003-03b","-","-","-","-"
"00725-01","PAÍS DOS TENENTES, O","-","-","-"
"01211-01","PAÍS DOS TENENTES, O","02","-","-"
"01211-02","PAÍS DOS TENENTES, O","-","-","-"
"01211-03e04","PAÍS DOS TENENTES, O","02","-","-"
"01211-05","PAÍS DOS TENENTES, O","-","-","-"
"03374-02","-","-","-","-"
"03469-07","TRICHEURS, Les","92JUN01","-","-"
"02955-03","CAFAJESTES, Os","-","-","-"
"-","VAI QUE É MOLE","-","-","-"
"-","MÃOS SANGRENTAS","-","-","-"
"01135-13","TICO-TICO NO FUBÁ","90JAN","-","-"
"01135-08","PRESENÇA DE ANITA","90JAN","-","-"
"01135-11","COLAR DE CORAL","90JAN","-","-"
"01135-11","COLAR DE CORAL","90JAN","-","-"
"01135-05","OBRIGADO DOUTOR","90JAN","-","-"
"01135-09","COMPRADOR DE FAZENDAS, O","90JAN","-","-"
"04145-07","ESPION LEVE-TOI","95JUL10","-","-"
"01135-06","É FOGO NA ROUPA!","90JAN","-","-"
"01135-14","HÓSPEDE DE UMA NOITE","90JAN","-","-"
"01135-10","SAI DA FRENTE","90JAN","-","-"
"01135-04","<100=Cem> GAROTAS E 1 CAPOTE","90JAN","-","-"
"-","MARIA 38","02","-","-"
"-","MADRUGADA DE SANGUE","-","-","-"
"-","EU SOU O TAL","-","-","-"
"00149-20","BARÃO DO RIO BRANCO","-","-","-"
"-","LEONORA DOS SETE MARES","-","-","-"
"-","OBRIGADO DOUTOR","-","-","-"
"00387-02","PECUÁRIA BAHIANA 1953","85NOV25","-","-"
"00387-10","ORGANIZAÇÕES SUERDICK - LAVOURA, COMÉRCIO E INDUSTRIA","85NOV25","-","-"
"00387-11","S/A WILDBERGER IMPORTAÇÃO-EXPORTAÇÃO E REPRESENTAÇÕES","85NOV25","-","-"
"01044-01","SUBTERRÂNEOS DO FUTEBOL","-","-","-"
"00192-19","CANTOS DE TRABALHO","-","-","-"
"00714-01","JUSTICERO, El","87JUL22","-","-"
"-","ENTRE O MAR E O TENDAL","84OUT01","-","-"
"00193-06","MEUS OITO ANOS","-","-","-"
"-","INVENÇÕES","84OUT01","-","-"
"00571-03","-","86DEZ11","-","-"
"00571-05","EXPOSIÇÃO DE PECUARIA - 1949","86DEZ11","-","-"
"00571-01","VADIAÇÃO","86DEZ11","-","-"
"00571-02","-","19861211","-","-"
"00571-04","-","19861211","-","-"
"00722-01","-","19870806","-","-"
"00571-07","ENTRE O MAR E O TENDAL","86DEZ11","-","-"
"00571-06","INVENÇÕES","86DEZ11","-","-"
"-","DONA VIOLANTE MIRANDA","-","-","-"
"00151-13","PREPARO E CONSERVAÇÃO DOS ALIMENTOS, O","19850605","-","-"
"00151-12","MANHÃ NA ROÇA : O CARRO DE BOIS","19850605","-","-"
"00151-05","ALIMENTAÇÃO","-","-","-"
"-","ELETRIFICAÇÃO DA ESTRADA DE FERRO CENTRAL DO BRASIL","-","-","-"
"00151-17","SALINAS","-","-","-"
"00151-02","MÍCA","-","-","-"
"-","REPÚBLICA GUARANI","81JAN15","-","-"
"-","BRAÇOS CRUZADOS MÁQUINAS PARADAS","79JUN11","-","-"
"-","ANISTIA : NADA SERÁ COMO ANTES","79JUL03","-","-"
"-","-","84ABR","-","-"
"-","MALUCO E MAGICO","81SET09","-","-"
"-","FABRICAÇÃO DA RAPADURA","-","-","-"
"00189-04e05","FABRICAÇÃO DA RAPADURA","-","-","-"
"00189-14","ELETRIFICAÇÃO DA ESTRADA DE FERRO CENTRAL DO BRASIL","-","-","-"
"00152-09","BATUQUE","85JUN05","-","-"
"02957-01","GUIOMAR NOVAES REGISTRO E MEMÓRIA","-","-","-"
"02957-02","GUIOMAR NOVAES REGISTRO E MEMÓRIA","-","-","-"
"02957-03","<28=Vinte e oito> DE FEVEREIRO 82o. ANIVERSÁRIO DE GUIOMAR NOVAES","-","-","-"
"02957-04","<28=Vinte e oito> DE FEVEREIRO 82o. ANIVERSÁRIO DE GUIOMAR NOVAES","-","-","-"
"02956-01","-","-","-","-"
"02956-02","-","-","-","-"
"02956-03","-","-","-","-"
"02956-04","-","-","-","-"
"00464-05","MEU JAPÃO BRASILEIRO","86JUL11","-","-"
"00464-07a09","MEU JAPÃO BRASILEIRO","86JUL11","-","-"
"-","-","-","-","-"
"-","-","84ABR","-","-"
"00582-01","VISITA DO EXMO. SNR. MINISTRO DA AGRICULTURA I. E COMMERCIO, DR. PEDRO DE TOLEDO A ESCOLA DE ARTES E OFFICIOS DE S. PAULO. DIRECTOR DR. SILVEIRA DA MOTTA","86DEZ22","-","-"
"-","VISITA DO EXMO. SNR. MINISTRO DA AGRICULTURA I. E COMMERCIO, DR. PEDRO DE TOLEDO A ESCOLA DE ARTES E OFFICIOS DE S. PAULO. DIRECTOR DR. SILVEIRA DA MOTTA","86 c.","-","-"
"00476-17e18","DIPLOMATA","-","-","-"
"-","VENENO","80DEZ15","-","-"
"-","NADANDO EM DINHEIRO","80DEZ15","-","-"
"-","BELO HORIZONTE","81","-","-"
"-","DIAMANTINA","81","-","-"
"-","ÂNGELA","81JAN05","-","-"
"-","ÂNGELA","81JAN05","-","-"
"-","TERRA É SEMPRE TERRA","-","-","-"
"-","TERRA É SEMPRE TERRA","81JAN05","-","-"
"-","APASSIONATA","81JAN05","-","-"
"-","APASSIONATA","80DEZ15","-","-"
"-","ESQUINA DA ILUSÃO","80DEZ15","-","-"
"-","SÃO JOÃO DEL REI","81","-","-"
"-","SIMÃO O CAOLHO","19801110","-","-"
"04145-06","ESCALIER C","95JUL10","-","-"
"-","SINHÁ MOÇA","-","-","-"
"-","SAMBA EM BERLIM","84ABR","-","-"
"-","CJ BRASILEIRO. V.2 N.104","83MAR17","-","-"
"-","CIDADE DE CAETÉ","81","-","-"
"-","ÂNGELA","-","-","-"
"00155-03","MANHÃ NA ROÇA : O CARRO DE BOIS","19850605","-","-"
"-","RIO <40=QUARENTA> GRAUS","78AGO31","-","-"
"-","-","72 c.","-","-"
"00866-04","-","-","-","-"
"-","RIO <40=QUARENTA> GRAUS","78SET","-","-"
"-","ARRAIAL DO CABO","-","-","-"
"-","AITARÉ DA PRAIA","-","-","-"
"01067-01","AITARÉ DA PRAIA","89JAN","-","-"
"01067-02","AITARÉ DA PRAIA","89JAN","-","-"
"-","O QUE FOI O CARNAVAL DE 1920!","79JUN05","-","-"
"02959-01","SERÁ QUE ...ELA AGUENTA?","-","-","-"
"02959-03","SOCORRO! EU NÃO QUERO MORRER VIRGEM","-","-","-"
"02959-04","BANQUETE DAS TARAS","-","-","-"
"02959-05","JOELMA 23o. ANDAR","-","-","-"
"02959-07","SENSUAIS : CRÔNICA DE UMA FAMÍLIA PEQUENO BURGUESA, OS","-","-","-"
"-","LAVRA DOR","80","-","-"
"-","-","80OUT21","-","-"
"00838-06e08","PAINEL","-","-","-"
"00838-01e07","PAINEL","-","-","-"
"00190-19","-","-","-","-"
"00189-08","-","-","-","-"
"00190-17","MAIS BELA DO MUNDO, A","81OUT","-","-"
"00190-16","OURO VERDE","-","-","-"
"01022-01","KUARUP","-","-","-"
"-","CIRURGIA DOS SEIOS DA FACE : VIA TRANSMAXILAR, A","-","-","-"
"00190-13","FESTA DO PANTANAL, A","-","-","-"
"00190-14","VIOLON, LE","-","-","-"
"-","-","-","-","-"
"00474-01","VIGILANTE RODOVIÁRIO","-","-","-"
"00477-05","ÁGUIAS EM PATRULHA","-","-","-"
"-","DESCOBRIMENTO DO BRASIL, O","-","-","-"
"00157-02","FABRICAÇÃO DA RAPADURA","19850605","-","-"
"00189-10","-","81OUT","-","-"
"-","-","81OUT","-","-"
"-","-","75SET26","-","-"
"00155-04","MANGANÊS : EXTRAÇÃO - BENEFICIAMENTO - GALERIAS","19850605","-","-"
"-","PAGADOR DE PROMESSAS, O","-","-","-"
"-","AVENTURA AOS 40, Uma","80","-","-"
"-","ALAMEDA DA SAUDADE, 113","81AGO","-","-"
"-","-","79DEZ20","-","-"
"-","-","79DEZ20","-","-"
"-","CJ BRASILEIRO. V.1 N.117","79DEZ20","-","-"
"-","ENTRE OS INDIOS MEHINAKO - ALTO XINGU","78JUL18","-","-"
"-","-","79DEZ13","-","-"
"00189-16","VICTORIA REGIA","-","-","-"
"-","METROPÓLE DE ANCHIETA, A","-","-","-"
"-","AMAZONAS AMAZONAS","82OUT27","-","-"
"-","BARRAVENTO","80DEZ","-","-"
"-","APÊLO","82DEZ","-","-"
"-","CASO DOS IRMÃOS NAVES, O","19820806","-","-"
"-","LIMITE","81OUT","-","-"
"00712-01","-","19870724","-","-"
"-","QUANDO AS MULHERES PAQUERAM","84MAR09","-","-"
"-","LIMITE","81OUT","-","-"
"-","GIGANTE DE PEDRA, O","-","-","-"
"00189-18","-","-","-","-"
"00189-17","PREÇO DO FUTURO, O","-","-","-"
"00190-08","CONGO, O","-","-","-"
"02369-03","ABC DA GREVE","90JUN06","-","-"
"03057-01","ABC DA GREVE","91ABR10","-","-"
"-","-","-","-","-"
"-","CARNAVAL EM LÁ MAIOR","-","-","-"
"-","CARNAVAL EM LÁ MAIOR","-","-","-"
"-","BAHIA DE TODOS OS SANTOS","83","-","-"
"00285-01e02","MARANHÃO 66","85AGO21","-","-"
"00190-02","OXIGÊNIO, O","-","-","-"
"00190-12","XARÉU","81OUT","-","-"
"-","<24=VINTE E QUATRO> HORAS DE SONHO","84MAR","-","-"
"-","VAGABUNDOS NO SOCIETY","84MAR09","-","-"
"-","IMPOSSÍVEL ACONTECE, O","84MAR09","-","-"
"00813-05","CRISTAL OSCILADOR, O","-","-","-"
"-","KUARUP","-","-","-"
"-","SÃO PAULO S/A","83","-","-"
"-","SÃO PAULO S/A","-","-","-"
"-","DRAGÃOZINHO MANSO : JONJÓCA, O","19831212","-","-"
"-","KUARUP","-","-","-"
"00852-05","MUSEU NACIONAL","-","-","-"
"02960-01","-","-","-","-"
"03853-01","RÈGLE DU JEU, La","94MAI94","-","-"
"02991-09","-","-","-","-"
"02961-01","PORTA DO CÉU : CARAÇA","91JAN16","-","-"
"-","ESTA NOITE ENCARNAREI NO TEU CADÁVER","85JUN18","-","-"
"05313-01","ÚNICO HERDEIRO, O","-","-","-"
"-","CARA DE FOGO","83AGO04","-","-"
"-","CARA DE FOGO","83AGO04","-","-"
"-","CARA DE FOGO","83AGO04","-","-"
"-","DEPOIS EU CONTO","83AGO04","-","-"
"-","DEPOIS EU CONTO","83AGO04","-","-"
"-","METEORANGO KID","83AGO04","-","-"
"-","VELHA A FIAR, A","-","-","-"
"-","NEGÓCIO FOI ASSIM, O","83AGO04","-","-"
"-","NEGÓCIO FOI ASSIM, O","83AGO12","-","-"
"-","NEGÓCIO FOI ASSIM, O","83AGO04","-","-"
"-","SENTINELAS DA DEMOCRACIA","84MAR09","-","-"
"-","DEUS E O DIABO NA TERRA DO SOL","82NOV","-","-"
"-","DUAS FACES DA MOEDA, As","-","-","-"
"-","DUAS FACES DA MOEDA, As","-","-","-"
"-","DUAS FACES DA MOEDA, As","-","-","-"
"20719-08","RICO RI À TOA","83AGO04","-","-"
"20719-07","RICO RI À TOA","83AGO04","-","-"
"-","RICO RI À TOA","-","-","-"
"-","CORISCO O DIABO LOIRO","85JUL04","-","-"
"-","CORISCO O DIABO LOIRO","85JUL04","-","-"
"-","TUDO É MÚSICA","83AGO04","-","-"
"-","TUDO É MÚSICA","83AGO04","-","-"
"-","TUDO É MÚSICA","83AGO04","-","-"
"-","COM MINHA SOGRA EM PAQUETÁ","83AGO04","-","-"
"-","COM MINHA SOGRA EM PAQUETÁ","83AGO04","-","-"
"-","COM MINHA SOGRA EM PAQUETÁ","-","-","-"
"-","COM MINHA SOGRA EM PAQUETÁ","-","-","-"
"00189-19","MANHÃ NA ROÇA : O CARRO DE BOIS","-","-","-"
"-","BAHIA DE TODOS OS SANTOS","81OUT05","-","-"
"-","BAHIA DE TODOS OS SANTOS","81OUT05","-","-"
"-","ROTEIRO DE OSASCO","84SET27","-","-"
"-","ESTRADA, A","84JUN18","-","-"
"-","ESTRADA, A","84JUN18","-","-"
"00405-05","BRASÍLIA CAPITAL DO SÉCULO","-","-","-"
"00405-04","BRASÍLIA CAPITAL DO SÉCULO","-","-","-"
"00405-06","INSTITUT PASTEUR, L'","-","-","-"
"-","COMO NOS DEFENDERMOS DAS DOENÇAS","81OUT","-","-"
"-","SÃO JOÃO DEL REI","81JUL16","-","-"
"-","CIDADE DE MARIANA","19810716","-","-"
"-","HIGIENE RURAL","19831212","-","-"
"-","JOÃO DE BARRO, O","19831212","-","-"
"-","CIDADE DE CAETÉ","19810716","-","-"
"-","DIAMANTINA","81JUL16","-","-"
"00388-10","ESCRAVO : IV ATO, O","-","-","-"
"00388-06","COMBATE À LEPRA NO BRASIL","-","-","-"
"00388-07","COMBATE À LEPRA NO BRASIL","-","-","-"
"-","BELO HORIZONTE","19810909","-","-"
"00388-08","-","-","-","-"
"00388-09","ASSISTÊNCIA HOSPITALAR NO ESTADO DE SÃO PAULO","-","-","-"
"00391-11","COPA ROCA : SEGUNDO JOGO","-","-","-"
"-","DI CAVALCANTI DI GLAUBER","82","-","-"
"-","SÓ","84JUL04","-","-"
"-","RUA <100=CEM> - NEW YORK","84","-","-"
"-","MORTE COMO ELA É, A","83OUT","-","-"
"00836-08e11","KUARUP","-","-","-"
"00389-01","CICLO VERA CRUZ, O","-","-","-"
"00389-04","GRANDE RIO, O","-","-","-"
"00347-05","RUY BARBOSA","-","-","-"
"00356-16","FRENTE A FRENTE COM OS XAVANTES","-","-","-"
"-","BRASILEIROS EM HOLLYWOOD","198110","-","-"
"-","HERANÇA, A","84ABR09","-","-"
"00389-07","-","-","-","-"
"00391-02","PURAQUÊ, O","-","-","-"
"00356-07e08","INAUGURAÇAO DO EDUCANDARIO CORONEL QUITO JUNQUEIRA EM RIBEIRAO PRETO","-","-","-"
"00356-05","CANÇÕES POPULARES : AZULÃO - O PINHAL","-","-","-"
"00386-06","TREFILAÇÃO","-","-","-"
"00386-04e05","CANÇÕES POPULARES : CHUÁ... CHUÁ - A CASINHA PEQUENINA","-","-","-"
"00355-04","COAL FACE","-","-","-"
"00355-02","RUY BARBOSA","-","-","-"
"00355-07","CERÂMICA : ESCOLA TÉCNICA NACIONAL","-","-","-"
"00388-01","SIFILIS VASCULAR E NERVOSA","-","-","-"
"00386-07","-","-","-","-"
"00386-13","FABRICANDO MOTORES DE AVIAÇÃO","-","-","-"
"00386-12","FABRICANDO MOTORES DE AVIAÇÃO","-","-","-"
"00388-03","MONUMENTOS HISTÓRICOS - IGREJA DE SÃO PEDRO - R.J.","-","-","-"
"00347-02","CIDADE DO RIO DE JANEIRO","-","-","-"
"00388-02","FABRICAÇÃO DE LADRILHOS E TIJOLOS REFRATÁRIOS","-","-","-"
"00392-04","SINFISIOTOMIA PARCIAL PELO MÉTODO DO DR. E. ZARATE","-","-","-"
"00392-03","MIOCARDIO EM CULTURA","-","-","-"
"00392-02","MIOCARDIO EM CULTURA","-","-","-"
"00389-14","-","-","-","-"
"00386-10","FABRICAÇÃO DE AMPOLAS","-","-","-"
"00386-11","FABRICAÇÃO DE AMPOLAS","-","-","-"
"00386-14e15","BORRACHA PARA A VITÓRIA","81","-","-"
"00389-05e06","LASAR SEGALL","-","-","-"
"00389-02","CICLO VERA CRUZ, O","-","-","-"
"00389-10","-","-","-","-"
"00391-04","-","-","-","-"
"00391-03","DANSA CLASSICA","-","-","-"
"00391-01","PURAQUÊ, O","-","-","-"
"00404-14e15","PEQUENA HISTÓRIA DA INDEPENDÊNCIA DO BRASIL","-","-","-"
"00391-05","CERÂMICA : ESCOLA TÉCNICA NACIONAL","-","-","-"
"-","HORA DA INDEPENDENCIA 1937, A","-","-","-"
"-","DANSA CLASSICA","-","-","-"
"00403-13","PRIMEIRO SALTO, O","-","-","-"
"00403-14","PRIMEIRO SALTO, O","-","-","-"
"00391-06","CERÂMICA : ESCOLA TÉCNICA NACIONAL","-","-","-"
"-","LUZ, A","-","-","-"
"00971-01e02","MASP MOVIE, The","88ABR13","-","-"
"-","-","81OUT","-","-"
"-","CENTRO OESTE URGENTE","81OUT","-","-"
"00426-11","REI CAFÉ, O","-","-","-"
"-","LARGO DO BOTICÁRIO","198110","-","-"
"-","NATAÇÃO","81OUT","-","-"
"00860-15","MUSEU NACIONAL","-","-","-"
"-","CARNAVAL NO FOGO","-","-","-"
"-","-","88 c","-","-"
"01003-03e04","VIVA CARIRI","-","-","-"
"00673-01","CARNAVAL NO FOGO","-","-","-"
"01003-01e02","VIVA CARIRI","-","-","-"
"-","TERRA EM TRANSE","81","-","-"
"-","PRESSA DO FUTURO, A","-","-","-"
"00863-10e11","PRESSA DO FUTURO, A","-","-","-"
"00866-05","PRESSA DO FUTURO, A","-","-","-"
"02963-01","CORBEAU, Le","-","-","-"
"00415-11e12","MUSEU HISTÓRICO NACIONAL","-","-","-"
"00415-13e14","VIAGEM DE DOM PEDRO À PROVÍNCIA DE MINAS GERAIS EM 1822","-","-","-"
"00415-15","-","-","-","-"
"00415-16","PROJETO CABO FRIO","-","-","-"
"-","KUARUP","-","-","-"
"01022-04","KUARUP","-","-","-"
"-","KUARUP","-","-","-"
"00412-04","GUARANI ATO 3o. : INVOCAÇÃO DOS AIMORÉS, O","-","-","-"
"00412-03","ASPECTOS DE MINAS","-","-","-"
"00412-06","-","-","-","-"
"00412-11","VISITANDO SÃO PAULO","-","-","-"
"00428-03e04","HOMEM E O CINEMA, Um","-","-","-"
"00850-02","RETRATO DE VILLA-LOBOS","-","-","-"
"00412-05","CERAMICA ARTISTICA NO BRASIL","-","-","-"
"-","ZABUMBA","19850327","-","-"
"-","NA SENDA DO CRIME","80NOV","-","-"
"-","CORDEL","-","-","-"
"00149-05","JORNAL DO SERTÃO","-","-","-"
"-","APÓLOGO, Um","-","-","-"
"00152-05","HOMENS DO CARANGUEJO, Os","-","-","-"
"00149-04","EMBOSCADA","-","-","-"
"-","ATLETISMO","81OUT","-","-"
"-","FRENTE A FRENTE COM OS XAVANTES","-","-","-"
"00149-11","DOIS ARTISTAS NACIONAIS : PORTINARI x VILA LOBOS","-","-","-"
"00151-16","CARMEN MIRANDA","-","-","-"
"-","MANAUS","81OUT","-","-"
"00925-02","<50=CINQUENTA> ANOS DA CIDADE DE CATAGUASES","198802","-","-"
"00925-01","<50=CINQUENTA> ANOS DA CIDADE DE CATAGUASES","198802","-","-"
"-","XICA DA SILVA","-","-","-"
"00967-03e04","ERVA BRUXA","-","-","-"
"00970-03e04","CANTORIA, A","-","-","-"
"00970-05","CANTORIA, A","-","-","-"
"00969-07e08","HERMETO CAMPEÃO","-","-","-"
"00967-10","HOMEM DE COURO, O","-","-","-"
"00969-01e02","HOMEM DE COURO, O","-","-","-"
"00967-07e08","MORTE DO BOI, A","-","-","-"
"00969-03e04","PE. CICERO","-","-","-"
"00967-05e06","MORTE DO BOI, A","-","-","-"
"00969-05e06","PE. CICERO","-","-","-"
"00937-01e02","MINHA VIDA NOSSA LUTA","-","-","-"
"00967-01e02","ERVA BRUXA","-","-","-"
"00420-01","DONA VIOLANTE MIRANDA","86MAI28","-","-"
"00420-02","DONA VIOLANTE MIRANDA","86MAI28","-","-"
"00420-03e04","DONA VIOLANTE MIRANDA","-","-","-"
"-","COMO ERA GOSTOSO O MEU FRANCÊS","-","-","-"
"-","COMO ERA GOSTOSO O MEU FRANCÊS","-","-","-"
"-","COMO ERA GOSTOSO O MEU FRANCÊS","-","-","-"
"-","RETORNA VENCEDOR","84MAI21","-","-"
"-","A CAMINHO DAS ÍNDIAS","84SET25","-","-"
"-","A CAMINHO DAS ÍNDIAS","84SET25","-","-"
"01767-01","-","-","-","-"
"01767-02","-","-","-","-"
"01767-03","-","-","-","-"
"01767-04","DE REPENTE","-","-","-"
"01767-05e06","DE REPENTE","-","-","-"
"01767-07","CAPOEIRA","-","-","-"
"01767-08","-","-","-","-"
"01543-05","-","-","-","-"
"01543-06","-","-","-","-"
"01543-04","-","-","-","-"
"01543-03","-","-","-","-"
"01543-01","-","-","-","-"
"01543-02","-","-","-","-"
"01544-01","OBSCENA","-","-","-"
"00306-10","ALBERTO NEPOMUCENO","-","-","-"
"01004-01e02","EU CARREGO UM SERTÃO DENTRO DE MIM","-","-","-"
"01004-05e06","REGIÃO CARIRI","-","-","-"
"01004-03e04","REGIÃO CARIRI","-","-","-"
"01003-07e08","FREI DAMIÃO TROMBETA DOS AFLITOS MARTELO DOS HEREJES","-","-","-"
"00439-01","ASPECTOS DA <2a.=Segunda> GUERRA MUNDIAL","-","-","-"
"00439-10","-","-","-","-"
"01126-01","OURO DO BRASIL PARA O BRASIL","-","-","-"
"-","ALDEIA DE NALIKE","78MAI19","-","-"
"-","AVENTURA AOS 40, Uma","84AGO","-","-"
"-","STAGECOACH DRIVER AND THE GIRL, The","78OUT05","-","-"
"01003-05e06","FREI DAMIÃO TROMBETA DOS AFLITOS MARTELO DOS HEREJES","-","-","-"
"00476-09e10","RÁDIO COMPASSO","-","-","-"
"02964-01","PAULINE À LA PLAGE","-","-","-"
"02964-02","INDIA SONG","-","-","-"
"02964-03","DEUX ANGLAISES ET LE CONTINENT, Les","-","-","-"
"02964-04","CHINOISE, La","-","-","-"
"02965-01","-","-","-","-"
"02965-02","AMOUR L'APRÈS-MIDI, L'","-","-","-"
"02966-01","O QUE FOI O CARNAVAL DE 1920!","91JAN29","-","-"
"00148-01","ARGILA","85JUN05","-","-"
"00148-13","RADIO ETERNO","-","-","-"
"00148-09","EXERCICIOS DE ELEVAÇÃO","-","-","-"
"00148-12","UNIVERSIDADE DO BRASIL - M.E.S. - ESCOLA NACIONAL DE EDUCAÇÃO FÍSICA E DESPORTOS - COLAÇÃO DE GRAO - 29 DEZEMBRO 1942","85JUN05","-","-"
"00148-02","TOQUE E REFINAÇÃO DO OURO","85JUN05","-","-"
"00148-08","GINÁSIO NOVA FRIBURGO DA FUNDAÇÃO GETÚLIO VARGAS","85JUN05","-","-"
"00148-03","VIDRO PIREX","-","-","-"
"00147-05","NAS MARGENS DO RIO SÃO FRANCISCO","81OUT","-","-"
"00439-11","-","-","-","-"
"00440-01","ESCORPIONISMO","-","-","-"
"00147-14","DESFILE DOS <4=QUATRO> SÉCULOS","-","-","-"
"00155-06","LEIS DE KEPLER, As","-","-","-"
"-","-","78MAI19","-","-"
"-","PLUFT O FANTASMINHA","83AGO04","-","-"
"-","PLUFT O FANTASMINHA","83AGO04","-","-"
"-","PLUFT O FANTASMINHA","83AGO04","-","-"
"-","-","81OUT","-","-"
"00424-02","-","-","-","-"
"-","A CAMINHO DAS ÍNDIAS","84SET25","-","-"
"-","A CAMINHO DAS ÍNDIAS","84SET25","-","-"
"00149-06","ANTONIO MARIA","-","-","-"
"-","-","83JUL18","-","-"
"00152-07","RIO PRINCÍPIO DO SÉCULO","-","-","-"
"00149-02","IMAGINÁRIOS, Os","-","-","-"
"00152-08","CABRA NA REGIÃO SEMI-ÁRIDA, A","-","-","-"
"00149-16","HUMBERTO MAURO","81OUT","-","-"
"00149-14","BATALHA DOS SETE ANOS, A","-","-","-"
"00149-12","FILHO DE URBIS, O","-","-","-"
"00149-15","NELSON CAVAQUINHO","-","-","-"
"00151-14","MONUMENTO : MONUMENTO NACIONAL AOS MORTOS DA SEGUNDA GUERRA MUNDIAL, O","-","-","-"
"36802-02","LAGOA SANTA","20100401","20100726","Kátia"
"00151-10","MUSCULOS SUPERFICIAES DO CORPO HUMANO, OS","85JUN05","-","-"
"04145-05","MARCHE A L'OMBRE","95JUL10","-","-"
"-","RIO <40=QUARENTA> GRAUS","83 c","-","-"
"00151-15","ENSINO DO 1o. GRAU","-","-","-"
"-","CÉU DO BRASIL NO RIO DE JANEIRO","81OUT","-","-"
"00149-10","CINEMA FALADO, O","-","-","-"
"00149-17","CARMEN SANTOS","-","-","-"
"-","CERAMICA ARTISTICA NO BRASIL","81OUT","-","-"
"00149-09","PISTOIA","-","-","-"
"00153-05","ALBERTO CAVALCANTI","-","-","-"
"00153-05","ARUANDA","-","-","-"
"00153-02","REATOR ARGONAUTA, O","-","-","-"
"00704-01","VIROU BAGUNÇA","-","-","-"
"00704-02","VIROU BAGUNÇA","02","-","-"
"00704-03AeB","VIROU BAGUNÇA","-","-","-"
"-","BATEDOR DE CARTEIRAS, O","83AGO12","-","-"
"-","BATEDOR DE CARTEIRAS, O","83AGO12","-","-"
"-","BATEDOR DE CARTEIRAS, O","83AGO12","-","-"
"00012-01","TERRA EM TRANSE","85FEV21","-","-"
"-","BATEDOR DE CARTEIRAS, O","83AGO12","-","-"
"00190-18","PRESSA DO FUTURO, A","-","-","-"
"00442-05","SEDA, A","-","-","-"
"00441-01","LENTES OFTÁLMICAS : INDUSTRIA 1953","-","-","-"
"00441-02","LENTES OFTÁLMICAS : INDUSTRIA 1953","-","-","-"
"00152-08","CABRA NA REGIÃO SEMI-ÁRIDA, A","-","-","-"
"00152-02","ESQUISTOSOMOSE DE MANSON","-","-","-"
"00190-04e05","MONTEIRO LOBATO","-","-","-"
"00190-06e07","MONTEIRO LOBATO","-","-","-"
"00030-01","CLARO","85MAR15","-","-"
"00030-02","CLARO","85MAR15","-","-"
"-","CARNAVAL EM LÁ MAIOR","-","-","-"
"-","MULHER DE TODOS, A","82DEZ02","-","-"
"-","MULHER DE TODOS, A","82DEZ02","-","-"
"-","MULHER DE TODOS, A","82DEZ02","-","-"
"01175-01e02","MA QUÊ BAMBINA!","-","-","-"
"-","SOROCABA 326 ANOS","83MAI12","-","-"
"-","VIAGEM E DESCRIÇÃO DO RIO GUANABARA POR OCASIÃO DA FRANÇA ANTÁRTICA","82DEZ02","-","-"
"-","BAHIA DE TODOS OS SANTOS","83SET","-","-"
"-","COMICS","82DEZ02","-","-"
"-","-","78MAI19","-","-"
"-","NOVOS HORIZONTES","83JUL18","-","-"
"-","SEARA VERMELHA","1983","-","-"
"-","SEARA VERMELHA","83","-","-"
"-","COM A MÃO NA MASSA","83AGO04","-","-"
"-","ESTRADA, A","83AGO04","-","-"
"-","ETERNA ESPERANÇA","83OUT","-","-"
"-","ETERNA ESPERANÇA","83OUT","-","-"
"-","VIDA DE UMA ALDEIA BORORO, A","78MAI19","-","-"
"-","-","84FEV14","-","-"
"-","-","78JUL24","-","-"
"-","LIMITE","-","-","-"
"-","ABISMU","82DEZ02","-","-"
"-","ABISMU","82DEZ02","-","-"
"-","ABISMU","82DEZ02","-","-"
"-","HOMEM E O CINEMA, Um","81OUT","-","-"
"-","HOMEM E O CINEMA, Um","-","-","-"
"-","BANDEIRANTES","81OUT","-","-"
"-","HOMEM E O CINEMA, Um","-","-","-"
"-","HOMEM E O CINEMA, Um","-","-","-"
"-","SERRAGEM NAS VEIAS","84MAI21","-","-"
"-","-","78MAI30","-","-"
"-","COM A MÃO NA MASSA","83AGO04","-","-"
"-","COM A MÃO NA MASSA","-","-","-"
"-","ESTRADA, A","83AGO04","-","-"
"-","COPACABANA MON AMOUR","19821202","-","-"
"-","-","83MAI12","-","-"
"-","RENOVO","83MAI12","-","-"
"-","RENOVO","83MAI12","-","-"
"-","TARAS DE TODOS NÓS, As","82SET01","-","-"
"-","TARAS DE TODOS NÓS, As","82SET01","-","-"
"-","TARAS DE TODOS NÓS, As","82SET01","-","-"
"-","-","83MAI12","-","-"
