"Codigo","TITULO","Data (campo 5)","Data criação (campo 333a)","Criado por (campo 333b)"
"01709-03","RASTROS NA AREIA","-","-","-"
"01716-05e06","QUERO SER FELIZ","-","-","-"
"01716-07e08","QUERO SER FELIZ","-","-","-"
"01716-01","QUERO SER FELIZ","-","-","-"
"01716-02","QUERO SER FELIZ","-","-","-"
"01716-03e04","QUERO SER FELIZ","-","-","-"
"01731-01","-","-","-","-"
"01732-01","CAIÇARA","-","-","-"
"01736-03","-","-","-","-"
"01750-01a03","-","-","-","-"
"01734-01","-","-","-","-"
"01734-02","-","-","-","-"
"01751-08e09","-","-","-","-"
"01737-02","JUNGFRUKÃLLAN","-","-","-"
"01737-01","-","-","-","-"
"01720-01","REI DA VELA, O","-","-","-"
"01720-03","REI DA VELA, O","-","-","-"
"01720-02","REI DA VELA, O","-","-","-"
"01715-03a06","BAIANO FANTASMA, O","-","-","-"
"01742-01","NAS TREVAS DA OBSESSÃO","89","-","-"
"01742-03e04","NAS TREVAS DA OBSESSÃO","-","-","-"
"01751-10a12","-","-","-","-"
"01752-03e04","-","-","-","-"
"01742-02","NAS TREVAS DA OBSESSÃO","89","-","-"
"01754-01","PRIMEIROS MOMENTOS, Os","-","-","-"
"01754-02","PRIMEIROS MOMENTOS, Os","-","-","-"
"01754-03a05","-","-","-","-"
"01740-01","CREPÚSCULO DE ÓDIOS","-","-","-"
"01752-05","-","-","-","-"
"01752-06","-","-","-","-"
"01751-05a07","-","-","-","-"
"01724-02","MISSÃO: MATAR!","-","-","-"
"01724-04","MISSÃO: MATAR!","-","-","-"
"01724-03","MISSÃO: MATAR!","-","-","-"
"01724-05","MISSÃO: MATAR!","-","-","-"
"01724-06","MISSÃO: MATAR!","-","-","-"
"01724-07","MISSÃO: MATAR!","-","-","-"
"01737-03","-","-","-","-"
"01737-04","-","-","-","-"
"01727-01","PRÓXIMA VÍTIMA, A","-","-","-"
"01727-02","PRÓXIMA VÍTIMA, A","-","-","-"
"01727-03e04","PRÓXIMA VÍTIMA, A","02","-","-"
"01727-05a07","PRÓXIMA VÍTIMA, A","-","-","-"
"01727-01Ae02A","PRÓXIMA VÍTIMA, A","-","-","-"
"01736-02","-","-","-","-"
"01733-01","-","-","-","-"
"01733-02","-","-","-","-"
"01721-01","COMO VAI, VAI BEM?","89DEZ14","-","-"
"01721-02a05","COMO VAI, VAI BEM?","-","-","-"
"01739-03","VIAGEM PELO MUNDO DA LÍNGUA PORTUGUESA","-","-","-"
"01739-04","VIAGEM PELO MUNDO DA LÍNGUA PORTUGUESA","-","-","-"
"01739-05","VIAGEM PELO MUNDO DA LÍNGUA PORTUGUESA","-","-","-"
"01725-01","E A VACA FOI PRO BREJO","-","-","-"
"01725-03","E A VACA FOI PRO BREJO","-","-","-"
"01725-02","E A VACA FOI PRO BREJO","-","-","-"
"01725-04","E A VACA FOI PRO BREJO","-","-","-"
"01749-04","GIÙ LE MANI CAROGNA","-","-","-"
"01749-03","GIÙ LE MANI CAROGNA","-","-","-"
"01725-05e06","E A VACA FOI PRO BREJO","-","-","-"
"01758-01e02","-","-","-","-"
"01723-01","-","-","-","-"
"01752-07","-","-","-","-"
"01752-08","-","-","-","-"
"01752-09","-","-","-","-"
"01751-01","-","-","-","-"
"01751-02","-","-","-","-"
"01723-02","-","-","-","-"
"01726-01","SOMOS PEQUENOS","-","-","-"
"01726-02","SOMOS PEQUENOS","-","-","-"
"01726-03","POUCO DE FAUNA AQUÁTICA, UM","-","-","-"
"01726-04","POUCO DE FAUNA AQUÁTICA, Um","-","-","-"
"01753-01e02","-","-","-","-"
"01747-01","PRESENÇA DE MARISA","-","-","-"
"01706-01","JUNGLE BOOK, The","02","-","-"
"01706-02e03","JUNGLE BOOK, The","02","-","-"
"01762-01","BAKARUHÁBAN","-","-","-"
"01722-01e02","-","-","-","-"
"01736-01","-","-","-","-"
"01703-05","UNIÃO DO OESTE, A","-","-","-"
"01703-06","UNIÃO DO OESTE, A","-","-","-"
"04148-03","VEREDA DA SALVAÇÃO","95JUL17","-","-"
"01729-01","SEXO SELVAGEM","-","-","-"
"01729-02","SEXO SELVAGEM","-","-","-"
"01729-03a05","SEXO SELVAGEM","-","-","-"
"01760-01e02","NORDESTE: CORDEL REPENTE CANÇÃO","-","-","-"
"01738-01","CANALHA EM CRISE","-","-","-"
"01738-03a05","CANALHA EM CRISE","-","-","-"
"01738-02","CANALHA EM CRISE","-","-","-"
"01745-02","QUEM É O PAI DA CRIANÇA?","-","-","-"
"01757-01","-","-","-","-"
"01757-02","-","-","-","-"
"01757-03","-","-","-","-"
"01745-03","QUEM É O PAI DA CRIANÇA?","-","-","-"
"01745-04","QUEM É O PAI DA CRIANÇA?","-","-","-"
"01745-01","QUEM É O PAI DA CRIANÇA?","-","-","-"
"01755-02","TRANSA BRUTAL","-","-","-"
"01703-01","VINGANÇA DE CHICO MINEIRO, A","-","-","-"
"01703-03e04","VINGANÇA DE CHICO MINEIRO, A","-","-","-"
"01726-07","NOVA PEDAGOGIA INFANTIL","-","-","-"
"01726-08e09","-","-","-","-"
"01730-03e04","-","-","-","-"
"01703-02","VINGANÇA DE CHICO MINEIRO, A","-","-","-"
"01702-02","LEGAL PACA!...","-","-","-"
"01702-03e04","LEGAL PACA!...","-","-","-"
"01702-01","LEGAL PACA!...","-","-","-"
"01759-01","-","-","-","-"
"01759-02","-","-","-","-"
"01750-04a06","STROMBOLI","-","-","-"
"01711-01","TARAS DE UMA F..., AS","-","-","-"
"01711-02","TARAS DE UMA F..., AS","-","-","-"
"01750-07a09","FACCIA A FACCIA","-","-","-"
"01730-01","NORDESTE: CORDEL REPENTE CANÇÃO","-","-","-"
"01730-02","NORDESTE: CORDEL REPENTE CANÇÃO","-","-","-"
"01718-01","-","-","-","-"
"01719-01","PODEROSO MACHÃO, O","-","-","-"
"01719-02","PODEROSO MACHÃO, O","-","-","-"
"01739-01","VIAGEM PELO MUNDO DA LÍNGUA PORTUGUESA","-","-","-"
"01739-02","VIAGEM PELO MUNDO DA LÍNGUA PORTUGUESA","-","-","-"
"01726-05","TODO CUIDADO É POUCO","-","-","-"
"01726-06","TODO CUIDADO É POUCO","-","-","-"
"01756-01e02","<2000=DOISMIL> ANOS DE CONFUSÃO","-","-","-"
"01752-01","-","-","-","-"
"01744-01","VERDADE VEM DO ALTO, A","02","-","-"
"01761-01e02","LUTA PELO SEXO, A","-","-","-"
"01761-03e04","LUTA PELO SEXO, A","-","-","-"
"01743-02a05","CADA UM DÁ O QUE TEM","-","-","-"
"01713-01","CORTIÇO, O","-","-","-"
"01713-02","CORTIÇO, O","-","-","-"
"01764-01","NEM AS ENFERMEIRAS ESCAPAM","-","-","-"
"01764-02","NEM AS ENFERMEIRAS ESCAPAM","-","-","-"
"01764-03a05","NEM AS ENFERMEIRAS ESCAPAM","-","-","-"
"01764-06e07","NEM AS ENFERMEIRAS ESCAPAM","-","-","-"
"01714-01","J.J.J. O AMIGO DO SUPER HOMEM","-","-","-"
"01714-03","J.J.J. O AMIGO DO SUPER HOMEM","-","-","-"
"01714-04","J.J.J. O AMIGO DO SUPER HOMEM","-","-","-"
"01713-03e04","CORTIÇO, O","-","-","-"
"01735-05e06","PICAPAU AMARELO, O","-","-","-"
"01714-02","J.J.J. O AMIGO DO SUPER HOMEM","-","-","-"
"01743-06e07","EU FAÇO... ELAS SENTEM","-","-","-"
"01735-07e08","HERANÇA DO NORDESTE","-","-","-"
"01763-01e02","BEIJO DA MULHER PIRANHA, O","-","-","-"
"01751-03","-","-","-","-"
"01751-04","-","-","-","-"
"01717-01","DIAMANTE E CINCO BALAS, Um","-","-","-"
"01717-02","DIAMANTE E CINCO BALAS, Um","-","-","-"
"01724-01","-","-","-","-"
"01662-01","EXCITAÇÃO DIABÓLICA","-","-","-"
"01662-03","EXCITAÇÃO DIABÓLICA","-","-","-"
"01662-04","EXCITAÇÃO DIABÓLICA","-","-","-"
"01662-05","EXCITAÇÃO DIABÓLICA","-","-","-"
"01662-06","EXCITAÇÃO DIABÓLICA","-","-","-"
"01646-01","MUITAS TARAS E UM PESADELO","-","-","-"
"01646-02","MUITAS TARAS E UM PESADELO","-","-","-"
"01654-03","ESCRAVA DO DESEJO","-","-","-"
"01654-04","ESCRAVA DO DESEJO","-","-","-"
"01654-05e06","ESCRAVA DO DESEJO","-","-","-"
"01654-07","ESCRAVA DO DESEJO","-","-","-"
"01654-01","ESCRAVA DO DESEJO","-","-","-"
"01654-02","ESCRAVA DO DESEJO","-","-","-"
"01663-01e02","SEXO E SANGUE NA TRILHA DO TESOURO","-","-","-"
"01653-01","GRANDE FUGA, A","-","-","-"
"01653-03e04","GRANDE FUGA, A","-","-","-"
"01653-02","GRANDE FUGA, A","-","-","-"
"01665-05e06","FELIZ ANO VELHO","-","-","-"
"01665-07e08","FELIZ ANO VELHO","-","-","-"
"01665-09e10","FELIZ ANO VELHO","-","-","-"
"01665-11","FELIZ ANO VELHO","-","-","-"
"01665-12","FELIZ ANO VELHO","-","-","-"
"01633-05","MANÍACO POR MENINAS VIRGENS","-","-","-"
"01633-06","MANÍACO POR MENINAS VIRGENS","-","-","-"
"01150-06","PECADO HORIZONTAL","-","-","-"
"01150-08A","PECADO HORIZONTAL","-","-","-"
"01150-08B","PECADO HORIZONTAL","-","-","-"
"01484-09e10","OBSCENIDADES","-","-","-"
"01495-09e10","ADULTÉRIO AS REGRAS DO JOGO","-","-","-"
"01150-07","PECADO HORIZONTAL","-","-","-"
"01165-03","CADA UM DÁ O QUE TEM","-","-","-"
"01647-01","TRANSA BRUTAL","-","-","-"
"01647-02","TRANSA BRUTAL","-","-","-"
"01648-02","JUVENTUDE SEM AMANHÃ","-","-","-"
"01648-01","JUVENTUDE SEM AMANHÃ","-","-","-"
"01648-03e04","JUVENTUDE SEM AMANHÃ","-","-","-"
"01651-01","CABOCLA TEREZA","-","-","-"
"01651-03","CABOCLA TEREZA","-","-","-"
"01651-04","CABOCLA TEREZA","-","-","-"
"01651-02","CABOCLA TEREZA","-","-","-"
"01651-05","CABOCLA TEREZA","-","-","-"
"01677-01","-","-","-","-"
"01661-01","TARZAN AND SHE-DEVIL","-","-","-"
"01655-01","DEMÔNIOS E MARAVILHAS","-","-","-"
"01655-02","DEMÔNIOS E MARAVILHAS","-","-","-"
"01655-03","DEMÔNIOS E MARAVILHAS","-","-","-"
"01633-03","PESADELO SEXUAL DE UM VIRGEM","-","-","-"
"01633-04","PESADELO SEXUAL DE UM VIRGEM","-","-","-"
"01304-03","TURMA DA MONICA EM BICHO PAPÃO E OUTRAS ESTORIAS, A","-","-","-"
"01304-04","TURMA DA MONICA EM BICHO PAPÃO E OUTRAS ESTORIAS, A","-","-","-"
"01305-05","AVENTURAS DA TURMA DA MÔNICA, As","-","-","-"
"01305-06","AVENTURAS DA TURMA DA MÔNICA, As","-","-","-"
"01305-07e08","-","-","-","-"
"01251-09","MULHER QUE PÕE A POMBA NO AR, A","-","-","-"
"01251-10","MULHER QUE PÕE A POMBA NO AR, A","-","-","-"
"01659-01","MAFIOSO, Il","-","-","-"
"01659-02e03","MAFIOSO, Il","-","-","-"
"01656-01","CANGACEIRO DO DIABO, O","-","-","-"
"01656-02","CANGACEIRO DO DIABO, O","-","-","-"
"01251-01","DEUSA DE MÁRMORE, A","-","-","-"
"01251-02","DEUSA DE MÁRMORE, A","-","-","-"
"01251-03","DEUSA DE MÁRMORE, A","-","-","-"
"01251-04","DEUSA DE MÁRMORE, A","-","-","-"
"01657-01","JOELMA 23o. ANDAR","-","-","-"
"01657-02","JOELMA 23o. ANDAR","-","-","-"
"01658-01","NOS OS AMANTES","-","-","-"
"01658-02","NOS OS AMANTES","-","-","-"
"01658-03","NOS OS AMANTES","-","-","-"
"01658-04","NOS OS AMANTES","-","-","-"
"01656-03e04","CANGACEIRO DO DIABO, O","-","-","-"
"01633-01","NO TEMPO DOS TROGLODITAS AS MULHERES SEMPRE TIVERAM RABO","-","-","-"
"01633-02","NO TEMPO DOS TROGLODITAS AS MULHERES SEMPRE TIVERAM RABO","-","-","-"
"01304-07","-","-","-","-"
"01306-01","PRINCESA E O ROBÔ, A","-","-","-"
"01306-02","PRINCESA E O ROBÔ, A","-","-","-"
"01306-03e04","PRINCESA E O ROBÔ, A","-","-","-"
"01482-01","CINEMA QUE CONFUSÃO","-","-","-"
"01482-02","CINEMA QUE CONFUSÃO","02","-","-"
"01611-01","-","-","-","-"
"01611-02e03","-","-","-","-"
"01513-05","-","-","-","-"
"01513-06","-","-","-","-"
"01513-07e08","-","-","-","-"
"01608-01","GRANDE AVENTURA AMAZÔNICA, A","-","-","-"
"01488-01","-","-","-","-"
"01488-02","-","-","-","-"
"01488-03e04","-","-","-","-"
"01485-07","CÉU ABERTO","-","-","-"
"01152-04","MARGINAL, O","-","-","-"
"05011-01","MULHER OBJETO","-","-","-"
"01152-05","MARGINAL, O","-","-","-"
"01152-05","MARGINAL, O","-","-","-"
"01152-06","MARGINAL, O","-","-","-"
"01152-07","MARGINAL, O","-","-","-"
"05011-05a07","MULHER OBJETO","-","-","-"
"01305-09e10","-","-","-","-"
"01198-06","TENSÃO E DESEJO","-","-","-"
"01484-01","VERDES ANOS","-","-","-"
"01484-03e04","VERDES ANOS","-","-","-"
"01484-02","VERDES ANOS","-","-","-"
"01484-06","ME BEIJA","-","-","-"
"01484-07e08","VERDES ANOS","-","-","-"
"01484-05","ME BEIJA","-","-","-"
"01621-01","-","-","-","-"
"01487-01","CAVEIRA MY FRIEND","-","-","-"
"01487-03e04","CAVEIRA MY FRIEND","-","-","-"
"01487-02","CAVEIRA MY FRIEND","-","-","-"
"01614-01","-","-","-","-"
"01614-02","-","-","-","-"
"01164-01","LUA DE MEL E AMENDOIM","-","-","-"
"01164-02","LUA DE MEL E AMENDOIM","-","-","-"
"01164-03AeB","LUA DE MEL E AMENDOIM","-","-","-"
"01165-04","BONS TEMPOS VOLTARAM VAMOS GOZAR OUTRA VEZ, Os","-","-","-"
"01165-05","BONS TEMPOS VOLTARAM VAMOS GOZAR OUTRA VEZ, Os","-","-","-"
"01165-06A","BONS TEMPOS VOLTARAM VAMOS GOZAR OUTRA VEZ, Os","-","-","-"
"01490-01","NUAS NO ASFALTO","-","-","-"
"01513-02","-","-","-","-"
"01513-01","-","-","-","-"
"01490-02","NUAS NO ASFALTO","-","-","-"
"01490-03e04","NUAS NO ASFALTO","-","-","-"
"01495-01","AMANTES AMANHÃ SE HOUVER SOL","-","-","-"
"01495-02","AMANTES AMANHÃ SE HOUVER SOL","-","-","-"
"01495-03","AMANTES AMANHÃ SE HOUVER SOL","-","-","-"
"01495-04a06","AMANTES AMANHÃ SE HOUVER SOL","-","-","-"
"01489-05","-","-","-","-"
"01489-06","-","-","-","-"
"01513-03e04","-","-","-","-"
"01501-01","SOLITI IGNOTI, I","-","-","-"
"01701-01","TARAS DE UM PURO SANGUE, AS","-","-","-"
"01701-02","TARAS DE UM PURO SANGUE, As","-","-","-"
"01701-02e04","TARAS DE UM PURO SANGUE, As","-","-","-"
"01701-03","TARAS DE UM PURO SANGUE, As","-","-","-"
"01283-09","PRA FICAR NUA CACHÊ DOBRADO","-","-","-"
"01283-10","PRA FICAR NUA CACHÊ DOBRADO","-","-","-"
"01283-11","PRA FICAR NUA CACHÊ DOBRADO","-","-","-"
"01283-12","PRA FICAR NUA CACHÊ DOBRADO","-","-","-"
"01693-01","<2000=DOIS MIL> ANOS DE CONFUSÃO","02","-","-"
"01693-02","<2000=DOIS MIL> ANOS DE CONFUSÃO","-","-","-"
"01690-01","MUNDO MERCADO DO SEXO : (MANCHETE DE JORNAL)","-","-","-"
"01690-03e04","MUNDO MERCADO DO SEXO : (MANCHETE DE JORNAL)","-","-","-"
"01690-05","MUNDO MERCADO DO SEXO : (MANCHETE DE JORNAL)","-","-","-"
"01692-01","-","-","-","-"
"01692-02","-","-","-","-"
"01679-01","CLUBE DO SEXO","-","-","-"
"01679-03","CLUBE DO SEXO","-","-","-"
"01679-04","CLUBE DO SEXO","-","-","-"
"01679-02","CLUBE DO SEXO","-","-","-"
"01151-04","INDEPENDÊNCIA OU MORTE","-","-","-"
"01151-05","INDEPENDÊNCIA OU MORTE","-","-","-"
"01151-01","INDEPENDÊNCIA OU MORTE","-","-","-"
"01151-02","INDEPENDÊNCIA OU MORTE","-","-","-"
"01700-06","COISAS ERÓTICAS","-","-","-"
"01689-02","MARIDOS EM FÉRIAS","-","-","-"
"01689-01","MARIDOS EM FÉRIAS","-","-","-"
"01689-03e04","MARIDOS EM FÉRIAS","-","-","-"
"01669-01","GUERRA CONJUGAL","02","-","-"
"01669-02","GUERRA CONJUGAL","02","-","-"
"01669-03e04","GUERRA CONJUGAL","-","-","-"
"01669-05e06","GUERRA CONJUGAL","-","-","-"
"01650-01","XINGU TERRA","-","-","-"
"01650-03","XINGU TERRA","-","-","-"
"01650-02","XINGU TERRA","-","-","-"
"01672-01","EMOÇÕES","-","-","-"
"01672-02","EMOÇÕES","-","-","-"
"01449-01","EFIGÊNIA DÁ TUDO QUE TEM","-","-","-"
"01449-02","EFIGÊNIA DÁ TUDO QUE TEM","-","-","-"
"01449-03","EFIGÊNIA DÁ TUDO QUE TEM","-","-","-"
"01438-01","-","-","-","-"
"01438-02","-","-","-","-"
"01524-01","MARIA BONITA RAINHA DO CANGAÇO","-","-","-"
"01523-01","GUERRA É GUERRA","-","-","-"
"01671-01","ELA E OS HOMENS","-","-","-"
"01671-03e04","ELA E OS HOMENS","-","-","-"
"04149-01","MARGEM, A","19950718","-","-"
"01671-02","ELA E OS HOMENS","-","-","-"
"01671-05e06","ELA E OS HOMENS","-","-","-"
"04147-07","KING OF COMEDY, The","95JUL10","-","-"
"01635-01","MARCADO PARA O PERIGO","-","-","-"
"01635-02","MARCADO PARA O PERIGO","-","-","-"
"01652-01","JANETE","-","-","-"
"01652-03e04","JANETE","-","-","-"
"01652-05e06","JANETE","-","-","-"
"01652-02","JANETE","-","-","-"
"01697-03","-","-","-","-"
"01697-04","-","-","-","-"
"01691-01","RIFA-SE UMA MULHER","-","-","-"
"01691-03","RIFA-SE UMA MULHER","-","-","-"
"01691-01e02","RIFA-SE UMA MULHER","-","-","-"
"01691-02","RIFA-SE UMA MULHER","-","-","-"
"01697-02","-","-","-","-"
"01448-09","MENINAS DE MADAME LAURA, As","-","-","-"
"01448-10","MENINAS DE MADAME LAURA, As","-","-","-"
"01448-11a13","MENINAS DE MADAME LAURA, As","-","-","-"
"01450-03e04","-","-","-","-"
"01450-01","-","-","-","-"
"01450-02","-","-","-","-"
"01699-01","HOMEM LOBO, O","-","-","-"
"01699-02","HOMEM LOBO, O","-","-","-"
"01700-02","CAMPEONATO DE SEXO","-","-","-"
"01700-01","CAMPEONATO DE SEXO","-","-","-"
"01688-01","INTIMIDADES DE DUAS MULHERES, As","-","-","-"
"01688-03","INTIMIDADES DE DUAS MULHERES, As","-","-","-"
"01688-02","INTIMIDADES DE DUAS MULHERES, As","-","-","-"
"01687-02","NOVA GENTE, A","-","-","-"
"01687-01","NOVA GENTE, A","-","-","-"
"01645-01","EVANGELHO SEGUNDO TEOTÔNIO, O","-","-","-"
"01645-02","EVANGELHO SEGUNDO TEOTÔNIO, O","-","-","-"
"01645-03e04","EVANGELHO SEGUNDO TEOTÔNIO, O","-","-","-"
"01634-08","ILHA DOS PRAZERES PROIBIDOS, A","-","-","-"
"01634-08A","ILHA DOS PRAZERES PROIBIDOS, A","-","-","-"
"01649-01","-","-","-","-"
"01448-01","CHÃO BRUTO","-","-","-"
"01448-02","CHÃO BRUTO","-","-","-"
"01448-03","CHÃO BRUTO","-","-","-"
"01448-04","CHÃO BRUTO","-","-","-"
"01469-01","DELICIOSAS TRAIÇÕES DO AMOR","-","-","-"
"01469-02","DELICIOSAS TRAIÇÕES DO AMOR","-","-","-"
"01469-03","DELICIOSAS TRAIÇÕES DO AMOR","-","-","-"
"01469-04","DELICIOSAS TRAIÇÕES DO AMOR","-","-","-"
"01698-01","POR UM CÉU DE LIBERDADE","-","-","-"
"01691-04","RIFA-SE UMA MULHER","-","-","-"
"01691-05","RIFA-SE UMA MULHER","-","-","-"
"01691-06","RIFA-SE UMA MULHER","-","-","-"
"01670-01","INCONFIDENTES, Os","-","-","-"
"01670-03","INCONFIDENTES, Os","-","-","-"
"01670-04","INCONFIDENTES, Os","-","-","-"
"01670-02","INCONFIDENTES, Os","-","-","-"
"01682-02","TEU TUA","-","-","-"
"01634-06","ILHA DOS PRAZERES PROIBIDOS, A","-","-","-"
"01634-07","ILHA DOS PRAZERES PROIBIDOS, A","-","-","-"
"01693-03","DESCARTE, O","-","-","-"
"01693-04","DESCARTE, O","-","-","-"
"01693-05e06","DESCARTE, O","-","-","-"
"01450-05","QUARTO DA VIUVA, O","-","-","-"
"01450-06","QUARTO DA VIUVA, O","-","-","-"
"01450-07e08","QUARTO DA VIUVA, O","-","-","-"
"01453-02","LOUCURAS DE UM SEDUTOR, As","-","-","-"
"01453-01","LOUCURAS DE UM SEDUTOR, As","-","-","-"
"04779-06","VIOLÊNCIA NA CARNE","-","-","-"
"01485-05","HORA DA ESTRELA, A","02","-","-"
"-","APÓLOGO, Um","198202","-","-"
"-","APÓLOGO, Um","82FEV","-","-"
"-","APÓLOGO, Um","82FEV","-","-"
"-","MARGEM, A","19840309","-","-"
"00910-03","LENDA DE UBIRAJARA, A","-","-","-"
"01784-05","-","-","-","-"
"01784-06","-","-","-","-"
"01839-07","BLAUE ENGEL, Der","-","-","-"
"01839-08","BLAUE ENGEL, Der","-","-","-"
"01826-01","-","-","-","-"
"01838-05","BADA ALLA TUA PELLE SPIRITO SANTO!","-","-","-"
"01838-06","BADA ALLA TUA PELLE SPIRITO SANTO!","-","-","-"
"01838-07e08","BADA ALLA TUA PELLE SPIRITO SANTO!","-","-","-"
"01831-06","-","-","-","-"
"01833-03","PETER UND SABINE","-","-","-"
"-","ERINNERUNGEN AN DIE ZUKUNFT","-","-","-"
"-","ERINNERUNGEN AN DIE ZUKUNFT","-","-","-"
"01833-04","PETER UND SABINE","-","-","-"
"01835-05","-","-","-","-"
"01827-04","-","-","-","-"
"01840-01","-","-","-","-"
"01840-02","-","-","-","-"
"01840-07","WANTED SABATA","-","-","-"
"01840-03a05","-","-","-","-"
"01826-06","-","-","-","-"
"01838-02","-","-","-","-"
"01939-01e02","CAVALHADAS DE PIRENOPOLIS","-","-","-"
"01980-01e02","BONS AMIGOS MERECEM SMIRNOFF","-","-","-"
"02020-01e02","DE COMPADRE A COMPADRE","-","-","-"
"01838-01","-","-","-","-"
"01967-01e02","PROGRAMA DE ELETRIFICAÇÃO COELBA RURAL","-","-","-"
"01944-01e02","VAQUEJADA","-","-","-"
"02007-01e02","-","-","-","-"
"01825-03e04","-","-","-","-"
"01832-05","-","-","-","-"
"01839-05","SONO SARTANA IL VOSTRO BECCHINO","-","-","-"
"01839-06","SONO SARTANA IL VOSTRO BECCHINO","-","-","-"
"01968-01a03","-","-","-","-"
"01844-05","FIGLIO DI DJANGO, Il","-","-","-"
"01844-06","FIGLIO DI DJANGO, Il","-","-","-"
"01844-07e08","FIGLIO DI DJANGO, Il","-","-","-"
"01827-03","-","-","-","-"
"01828-05","MUSSOLINI: ULTIMO ATTO","-","-","-"
"01979-01","-","-","-","-"
"01837-01","-","-","-","-"
"01837-02","-","-","-","-"
"01827-06e07","-","-","-","-"
"01827-05","-","-","-","-"
"01826-05","-","-","-","-"
"01842-01","VERMÃCHTNIS DES INKA, Das","-","-","-"
"01842-02","VERMÃCHTNIS DES INKA, Das","-","-","-"
"01831-05","-","-","-","-"
"01833-05","-","-","-","-"
"01833-06","-","-","-","-"
"01832-04","-","-","-","-"
"01830-03","-","-","-","-"
"01837-07a09","PER QUALCHE DOLLARO IN PIÙ","-","-","-"
"01830-04","-","-","-","-"
"01830-06","-","-","-","-"
"01830-05","-","-","-","-"
"01828-06","MUSSOLINI: ULTIMO ATTO","-","-","-"
"01836-01","NEL LABIRINTO DEL SESSO","-","-","-"
"01829-01","PIÚ GRANDE RAPINA DEL WEST, La","-","-","-"
"01835-02","-","-","-","-"
"01835-01","-","-","-","-"
"01957-01","-","-","-","-"
"01957-02e03","-","-","-","-"
"01984-01e02","-","-","-","-"
"02020-05e06","PATRÃO DE CAMARAGIBE","-","-","-"
"01842-05","-","-","-","-"
"01842-06","-","-","-","-"
"01836-02e03","NEL LABIRINTO DEL SESSO","-","-","-"
"01826-02a04","-","-","-","-"
"01833-02","-","-","-","-"
"01843-02","COLORADO CHARLIE","-","-","-"
"01843-01","COLORADO CHARLIE","-","-","-"
"01843-03e04","COLORADO CHARLIE","-","-","-"
"02020-03e04","JUNTOS FAZEMOS MAIS","-","-","-"
"01833-01","-","-","-","-"
"01832-02e03","KING KONG","-","-","-"
"01841-01","-","-","-","-"
"01844-03e04","-","-","-","-"
"01836-04","ACID DELIRIO DEI SENSI","-","-","-"
"01836-06","ACID DELIRIO DEI SENSI","-","-","-"
"01836-05","ACID DELIRIO DEI SENSI","-","-","-"
"01836-07","ACID DELIRIO DEI SENSI","-","-","-"
"01831-03e04","DILIGENCIA DE LOS CONDENADOS, La","-","-","-"
"01936-01e02","-","-","-","-"
"01841-04","EVA LA VENERE SELVAGGIA","-","-","-"
"01841-05","EVA LA VENERE SELVAGGIA","-","-","-"
"01841-06e07","EVA LA VENERE SELVAGGIA","-","-","-"
"01829-02","PIÚ GRANDE RAPINA DEL WEST, La","-","-","-"
"01840-08","-","-","-","-"
"01840-09","-","-","-","-"
"01840-10e11","-","-","-","-"
"01845-03e04","MAGNIFICO TEXANO, Il","-","-","-"
"01839-01","<100.000=Centomilla> DOLARI PER LASSITER","-","-","-"
"01839-02","<100.000=Centomilla> DOLARI PER LASSITER","-","-","-"
"01839-03e04","<100.000=Centomilla> DOLARI PER LASSITER","-","-","-"
"01825-07e08","-","-","-","-"
"01825-05","-","-","-","-"
"01837-03e04","-","-","-","-"
"01837-05","PER QUALCHE DOLLARO IN PIÙ","-","-","-"
"01837-06","PER QUALCHE DOLLARO IN PIÙ","-","-","-"
"01844-01","-","-","-","-"
"01844-02","-","-","-","-"
"01842-03e04","VERMÃCHTNIS DES INKA, Das","-","-","-"
"01831-01","DILIGENCIA DE LOS CONDENADOS, La","-","-","-"
"01831-02","DILIGENCIA DE LOS CONDENADOS, La","-","-","-"
"01860-01","-","-","-","-"
"01828-01","INGINOCCHIATI STRANIERO I CADAVERI NON FANNO OMBRA!","-","-","-"
"01828-02","INGINOCCHIATI STRANIERO I CADAVERI NON FANNO OMBRA!","-","-","-"
"01828-03e04","INGINOCCHIATI STRANIERO I CADAVERI NON FANNO OMBRA!","-","-","-"
"01848-01","HOLLYWOOD STUDIOS","-","-","-"
"01829-03","-","-","-","-"
"01829-04","-","-","-","-"
"01829-05e06","-","-","-","-"
"01835-06","EREDITÁ FERRAMONTI, L'","-","-","-"
"01841-03","-","-","-","-"
"02043-03e04","-","-","-","-"
"01845-06","DOLLARO BUCATO, Un","-","-","-"
"01845-08e09","DOLLARO BUCATO, Un","-","-","-"
"02034-01e02","TEATRO MARAVILHA","-","-","-"
"01845-07","DOLLARO BUCATO, Un","-","-","-"
"02028-01e02","ROÇA","-","-","-"
"02022-01e02","-","-","-","-"
"02020-09e10","LUZ NA PROVÍNCIA, Uma","-","-","-"
"02057-01","-","-","-","-"
"02061-01","-","-","-","-"
"01999-01e02","TEMPO DO MAR","-","-","-"
"01981-01e02","SENTINELAS DOS MARES","-","-","-"
"01982-01e02","DIÁRIO DE BORDO","-","-","-"
"01989-01e02","-","-","-","-"
"01948-01e02","AUTÓDROMO INTERNACIONAL DE GOIÂNIA","-","-","-"
"02057-02","-","-","-","-"
"02047-07","-","90FEV12","-","-"
