"country_name","program_name","FY1946"
"Syria","Migration and Refugee Assistance",
"Syria","Narcotics Control",
"Syria","Other State Assistance",
"Syria","Other USAID Assistance",
"Syria","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Syria","Title I",
"Syria","Title II",
"Tajikistan","Child Survival and Health",
"Tajikistan","Department of Defense Security Assistance",
"Tajikistan","Development Assistance",
"Tajikistan","Economic Support Fund/Security Support Assistance",
"Tajikistan","Food For Education",
"Tajikistan","Global HIV/AIDS Initiative",
"Tajikistan","Global Health and Child Survival",
"Tajikistan","Migration and Refugee Assistance",
"Tajikistan","Narcotics Control",
"Tajikistan","Nonproliferation, Anti-Terrorism, Demining and Related",
"Tajikistan","Other Active Grant Programs",
"Tajikistan","Other State Assistance",
"Tajikistan","Other USAID Assistance",
"Tajikistan","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Tajikistan","Title I",
"Tajikistan","Title II",
"Tanzania","Child Survival and Health",
"Tanzania","Department of Defense Security Assistance",
"Tanzania","Development Assistance",
"Tanzania","Economic Support Fund/Security Support Assistance",
"Tanzania","Food For Education",
"Tanzania","Global HIV/AIDS Initiative",
"Tanzania","Global Health and Child Survival",
"Tanzania","Migration and Refugee Assistance",
"Tanzania","Millennium Challenge Corporation",
"Tanzania","Nonproliferation, Anti-Terrorism, Demining and Related",
"Tanzania","Other Active Grant Programs",
"Tanzania","Other State Assistance",
"Tanzania","Other USAID Assistance",
"Tanzania","Other USDA Assistance",
"Tanzania","Peace Corps",
"Tanzania","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Tanzania","Title I",
"Tanzania","Title II",
"Thailand","Child Survival and Health",
"Thailand","Department of Defense Security Assistance",
"Thailand","Development Assistance",
"Thailand","Economic Support Fund/Security Support Assistance",
"Thailand","Global HIV/AIDS Initiative",
"Thailand","Global Health and Child Survival",
"Thailand","Inactive Programs",6200000
"Thailand","Migration and Refugee Assistance",
"Thailand","Narcotics Control",
"Thailand","Nonproliferation, Anti-Terrorism, Demining and Related",
"Thailand","Other Active Grant Programs",
"Thailand","Other State Assistance",
"Thailand","Other USAID Assistance",
"Thailand","Other USDA Assistance",
"Thailand","Peace Corps",
"Thailand","Title I",
"Thailand","Title II",
"Timor-Leste","Child Survival and Health",
"Timor-Leste","Department of Defense Security Assistance",
"Timor-Leste","Development Assistance",
"Timor-Leste","Economic Support Fund/Security Support Assistance",
"Timor-Leste","Global Health and Child Survival",
"Timor-Leste","Migration and Refugee Assistance",
"Timor-Leste","Millennium Challenge Corporation",
"Timor-Leste","Narcotics Control",
"Timor-Leste","Other Active Grant Programs",
"Timor-Leste","Other State Assistance",
"Timor-Leste","Other USAID Assistance",
"Timor-Leste","Peace Corps",
"Timor-Leste","Title I",
"Timor-Leste","Title II",
"Togo","Department of Defense Security Assistance",
"Togo","Development Assistance",
"Togo","Economic Support Fund/Security Support Assistance",
"Togo","Global HIV/AIDS Initiative",
"Togo","Migration and Refugee Assistance",
"Togo","Narcotics Control",
"Togo","Other Active Grant Programs",
"Togo","Other State Assistance",
"Togo","Other USAID Assistance",
"Togo","Peace Corps",
"Togo","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Togo","Title I",
"Togo","Title II",
"Tonga","Child Survival and Health",
"Tonga","Economic Support Fund/Security Support Assistance",
"Tonga","Narcotics Control",
"Tonga","Other USAID Assistance",
"Tonga","Peace Corps",
"Trinidad & Tobago","Department of Defense Security Assistance",
"Trinidad & Tobago","Economic Support Fund/Security Support Assistance",
"Trinidad & Tobago","Inactive Programs",
"Trinidad & Tobago","Narcotics Control",
"Trinidad & Tobago","Nonproliferation, Anti-Terrorism, Demining and Related",
"Trinidad & Tobago","Other Active Grant Programs",
"Trinidad & Tobago","Other USAID Assistance",
"Trinidad & Tobago","Peace Corps",
"Trinidad & Tobago","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Trinidad & Tobago","Title II",
"Tunisia","Department of Defense Security Assistance",
"Tunisia","Development Assistance",
"Tunisia","Economic Support Fund/Security Support Assistance",
"Tunisia","Migration and Refugee Assistance",
"Tunisia","Nonproliferation, Anti-Terrorism, Demining and Related",
"Tunisia","Other Active Grant Programs",
"Tunisia","Other State Assistance",
"Tunisia","Other USAID Assistance",
"Tunisia","Peace Corps",
"Tunisia","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Tunisia","Title I",
"Tunisia","Title II",
"Turkey","Child Survival and Health",
"Turkey","Department of Defense Security Assistance",
"Turkey","Development Assistance",
"Turkey","Economic Support Fund/Security Support Assistance",
"Turkey","Inactive Programs",6100000
"Turkey","Migration and Refugee Assistance",
"Turkey","Narcotics Control",
"Turkey","Nonproliferation, Anti-Terrorism, Demining and Related",
"Turkey","Other Active Grant Programs",
"Turkey","Other State Assistance",
"Turkey","Other USAID Assistance",
"Turkey","Other USDA Assistance",
"Turkey","Peace Corps",
"Turkey","Title I",
"Turkey","Title II",
"Turkmenistan","Child Survival and Health",
"Turkmenistan","Department of Defense Security Assistance",
"Turkmenistan","Economic Support Fund/Security Support Assistance",
"Turkmenistan","Global HIV/AIDS Initiative",
"Turkmenistan","Global Health and Child Survival",
"Turkmenistan","Narcotics Control",
"Turkmenistan","Nonproliferation, Anti-Terrorism, Demining and Related",
"Turkmenistan","Other Active Grant Programs",
"Turkmenistan","Other State Assistance",
"Turkmenistan","Other USAID Assistance",
"Turkmenistan","Peace Corps",
"Turkmenistan","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Turkmenistan","Title I",
"Turkmenistan","Title II",
"Uganda","Child Survival and Health",
"Uganda","Department of Defense Security Assistance",
"Uganda","Development Assistance",
"Uganda","Economic Support Fund/Security Support Assistance",
"Uganda","Food For Education",
"Uganda","Global HIV/AIDS Initiative",
"Uganda","Global Health and Child Survival",
"Uganda","Migration and Refugee Assistance",
"Uganda","Millennium Challenge Corporation",
"Uganda","Nonproliferation, Anti-Terrorism, Demining and Related",
"Uganda","Other Active Grant Programs",
"Uganda","Other State Assistance",
"Uganda","Other USAID Assistance",
"Uganda","Peace Corps",
"Uganda","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Uganda","Title I",
"Uganda","Title II",
"Uganda","Title III",
"Ukraine","Child Survival and Health",
"Ukraine","Department of Defense Security Assistance",
"Ukraine","Development Assistance",
"Ukraine","Economic Support Fund/Security Support Assistance",
"Ukraine","Global HIV/AIDS Initiative",
"Ukraine","Global Health and Child Survival",
"Ukraine","Migration and Refugee Assistance",
"Ukraine","Millennium Challenge Corporation",
"Ukraine","Narcotics Control",
"Ukraine","Nonproliferation, Anti-Terrorism, Demining and Related",
"Ukraine","Other Active Grant Programs",
"Ukraine","Other State Assistance",
"Ukraine","Other USAID Assistance",
"Ukraine","Other USDA Assistance",
"Ukraine","Peace Corps",
"Ukraine","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Ukraine","Title I",
"Ukraine","Title II",
"United Arab Emirates","Department of Defense Security Assistance",
"United Arab Emirates","Narcotics Control",
"United Arab Emirates","Nonproliferation, Anti-Terrorism, Demining and Related",
"United Arab Emirates","Other Active Grant Programs",
"United Arab Emirates","Other USAID Assistance",
"United Arab Emirates","Title II",
"United Kingdom","Department of Defense Security Assistance",
"United Kingdom","Economic Support Fund/Security Support Assistance",
"United Kingdom","Inactive Programs",79900000
"United Kingdom","Other Active Grant Programs",
"United Kingdom","Other State Assistance",
"United Kingdom","Other USAID Assistance",
"United Kingdom","Title II",
"Uruguay","Department of Defense Security Assistance",
"Uruguay","Development Assistance",
"Uruguay","Economic Support Fund/Security Support Assistance",
"Uruguay","Inactive Programs",600000
"Uruguay","Narcotics Control",
"Uruguay","Other Active Grant Programs",
"Uruguay","Other State Assistance",
"Uruguay","Other USAID Assistance",
"Uruguay","Other USDA Assistance",
"Uruguay","Peace Corps",
"Uruguay","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Uruguay","Title I",
"Uruguay","Title II",
"Uzbekistan","Child Survival and Health",
"Uzbekistan","Department of Defense Security Assistance",
"Uzbekistan","Economic Support Fund/Security Support Assistance",
"Uzbekistan","Global HIV/AIDS Initiative",
"Uzbekistan","Global Health and Child Survival",
"Uzbekistan","Narcotics Control",
"Uzbekistan","Nonproliferation, Anti-Terrorism, Demining and Related",
"Uzbekistan","Other Active Grant Programs",
"Uzbekistan","Other State Assistance",
"Uzbekistan","Other USAID Assistance",
"Uzbekistan","Peace Corps",
"Uzbekistan","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Uzbekistan","Title I",
"Vanuatu","Economic Support Fund/Security Support Assistance",
"Vanuatu","Millennium Challenge Corporation",
"Vanuatu","Other Active Grant Programs",
"Vanuatu","Other State Assistance",
"Vanuatu","Other USAID Assistance",
"Vanuatu","Peace Corps",
"Venezuela","Department of Defense Security Assistance",
"Venezuela","Development Assistance",
"Venezuela","Economic Support Fund/Security Support Assistance",
"Venezuela","Inactive Programs",600000
"Venezuela","Migration and Refugee Assistance",
"Venezuela","Narcotics Control",
"Venezuela","Other Active Grant Programs",
"Venezuela","Other State Assistance",
"Venezuela","Other USAID Assistance",
"Venezuela","Peace Corps",
"Venezuela","Title II",
"Vietnam","Child Survival and Health",
"Vietnam","Department of Defense Security Assistance",
"Vietnam","Development Assistance",
"Vietnam","Economic Support Fund/Security Support Assistance",
"Vietnam","Food For Education",
"Vietnam","Global HIV/AIDS Initiative",
"Vietnam","Global Health and Child Survival",
"Vietnam","Migration and Refugee Assistance",
"Vietnam","Narcotics Control",
"Vietnam","Nonproliferation, Anti-Terrorism, Demining and Related",
"Vietnam","Other Active Grant Programs",
"Vietnam","Other State Assistance",
"Vietnam","Other USAID Assistance",
"Vietnam","Other USDA Assistance",
"Vietnam","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Vietnam","Title I",
"Vietnam","Title II",
"West Africa (not specified)","Child Survival and Health",
"West Africa (not specified)","Development Assistance",
"West Africa (not specified)","Economic Support Fund/Security Support Assistance",
"West Africa (not specified)","Global HIV/AIDS Initiative",
"West Africa (not specified)","Global Health and Child Survival",
"West Africa (not specified)","Migration and Refugee Assistance",
"West Africa (not specified)","Millennium Challenge Corporation",
"West Africa (not specified)","Other Active Grant Programs",
"West Africa (not specified)","Other State Assistance",
"West Africa (not specified)","Other USAID Assistance",
"West Africa (not specified)","Other USDA Assistance",
"West Africa (not specified)","Title II",
"West Bank/Gaza","Development Assistance",
"West Bank/Gaza","Economic Support Fund/Security Support Assistance",
"West Bank/Gaza","Migration and Refugee Assistance",
"West Bank/Gaza","Narcotics Control",
"West Bank/Gaza","Other Active Grant Programs",
"West Bank/Gaza","Other State Assistance",
"West Bank/Gaza","Other USAID Assistance",
"West Bank/Gaza","Peace Corps",
"West Bank/Gaza","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"West Bank/Gaza","Title II",
"Western Europe (not specified)","Economic Support Fund/Security Support Assistance",
"Western Europe (not specified)","Inactive Programs",
"Western Europe (not specified)","Migration and Refugee Assistance",
"Western Europe (not specified)","Other Active Grant Programs",
"Western Europe (not specified)","Other USAID Assistance",
"Western Europe (not specified)","Peace Corps",
"Western Europe (not specified)","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Western Europe (not specified)","Title I",
"Western Europe (not specified)","Title II",
"World (not specified)","Child Survival and Health",
"World (not specified)","Department of Defense Security Assistance",
"World (not specified)","Development Assistance",
"World (not specified)","Economic Support Fund/Security Support Assistance",
"World (not specified)","Global HIV/AIDS Initiative",
"World (not specified)","Global Health and Child Survival",
"World (not specified)","Inactive Programs",119300000
"World (not specified)","Migration and Refugee Assistance",
"World (not specified)","Millennium Challenge Corporation",
"World (not specified)","Narcotics Control",
"World (not specified)","Nonproliferation, Anti-Terrorism, Demining and Related",
"World (not specified)","Other Active Grant Programs",
"World (not specified)","Other State Assistance",
"World (not specified)","Other USAID Assistance",
"World (not specified)","Other USDA Assistance",
"World (not specified)","Peace Corps",
"World (not specified)","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"World (not specified)","Title I",
"World (not specified)","Title II",
"World (not specified)","Title III",
"World (not specified)","Voluntary Contributions to Multilateral Organizations, Total",635000000
"Yemen","Department of Defense Security Assistance",
"Yemen","Development Assistance",
"Yemen","Economic Support Fund/Security Support Assistance",
"Yemen","Global Health and Child Survival",
"Yemen","Migration and Refugee Assistance",
"Yemen","Millennium Challenge Corporation",
"Yemen","Narcotics Control",
"Yemen","Nonproliferation, Anti-Terrorism, Demining and Related",
"Yemen","Other Active Grant Programs",
"Yemen","Other State Assistance",
"Yemen","Other USAID Assistance",
"Yemen","Peace Corps",
"Yemen","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Yemen","Title I",
"Yemen","Title II",
"Zambia","Child Survival and Health",
"Zambia","Department of Defense Security Assistance",
"Zambia","Development Assistance",
"Zambia","Economic Support Fund/Security Support Assistance",
"Zambia","Global HIV/AIDS Initiative",
"Zambia","Global Health and Child Survival",
"Zambia","Inactive Programs",
"Zambia","Migration and Refugee Assistance",
"Zambia","Millennium Challenge Corporation",
"Zambia","Narcotics Control",
"Zambia","Nonproliferation, Anti-Terrorism, Demining and Related",
"Zambia","Other Active Grant Programs",
"Zambia","Other State Assistance",
"Zambia","Other USAID Assistance",
"Zambia","Peace Corps",
"Zambia","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Zambia","Title I",
"Zambia","Title II",
"Zambia","Title III",
"Zimbabwe","Child Survival and Health",
"Zimbabwe","Department of Defense Security Assistance",
"Zimbabwe","Development Assistance",
"Zimbabwe","Economic Support Fund/Security Support Assistance",
"Zimbabwe","Global HIV/AIDS Initiative",
"Zimbabwe","Global Health and Child Survival",
"Zimbabwe","Migration and Refugee Assistance",
"Zimbabwe","Narcotics Control",
"Zimbabwe","Nonproliferation, Anti-Terrorism, Demining and Related",
"Zimbabwe","Other Active Grant Programs",
"Zimbabwe","Other State Assistance",
"Zimbabwe","Other USAID Assistance",
"Zimbabwe","Peace Corps",
"Zimbabwe","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Zimbabwe","Title I",
"Zimbabwe","Title II",
